weight		ht	met	njets	
1.0	479.415000178	102.193269988	4
1.0	307.660897901	102.415645187	5
1.0	751.58983653	127.800084397	6
1.0	578.218754655	114.309444057	4
1.0	803.792970473	106.505102838	4
1.0	304.20133946	127.94540557	4
1.0	310.831723742	108.515154831	4
1.0	513.052392301	127.481472725	7
1.0	295.398363614	101.363856172	5
1.0	276.506846661	128.563647487	4
1.0	343.421631812	122.863963317	4
1.0	722.412896325	131.225964301	7
1.0	322.107251865	106.244495649	5
1.0	201.22382415	154.394672122	4
1.0	251.518431961	107.537789098	5
1.0	634.542798268	105.118698339	4
1.0	835.889390711	175.118189055	6
1.0	220.231744179	101.99411484	4
1.0	334.987796371	116.038224056	4
1.0	442.645205767	105.704520798	6
1.0	299.635013883	111.144918638	5
1.0	256.777511577	117.438015022	4
1.0	387.489818391	102.517462313	4
1.0	302.172170597	101.023758153	4
1.0	480.54212133	145.315728588	6
1.0	656.636246472	121.347857387	4
1.0	252.854943184	107.460492748	4
1.0	486.618170381	111.40584423	7
1.0	201.196275431	125.763518762	4
1.0	352.626398591	107.751847105	5
1.0	471.691090332	105.513534966	5
1.0	1901.22124888	166.86556905	5
1.0	293.895793989	102.653928182	6
1.0	226.031978274	102.158849571	4
1.0	276.633556086	111.466095384	4
1.0	454.337326327	146.668294047	5
1.0	522.070226594	128.973623082	5
1.0	288.0315531	121.459594581	4
1.0	315.11410569	115.059901931	4
1.0	368.087579961	121.456016794	4
1.0	279.84952241	157.35626173	4
1.0	316.654400513	103.565880518	4
1.0	222.054804235	121.824745543	4
1.0	1270.39638177	152.552977485	5
1.0	453.764141811	143.912326104	4
1.0	278.648010045	118.734474744	4
1.0	510.290075812	102.111328334	5
1.0	233.831514029	108.307382337	4
1.0	315.02256579	111.172337622	4
1.0	362.4674866	162.76905796	4
1.0	979.82361967	102.069019092	11
1.0	423.114555161	129.257986992	4
1.0	645.045520413	307.609446519	4
1.0	630.755057113	136.25066998	4
1.0	390.836965051	119.898315269	5
1.0	373.976970565	114.898324027	5
1.0	203.679135729	107.292917384	4
1.0	214.347908759	113.710089963	4
1.0	405.664675388	113.399928277	5
1.0	458.094671024	111.613856964	5
1.0	301.788158228	108.139685174	4
1.0	389.746584534	107.146134128	5
1.0	264.929984186	113.063605521	4
1.0	584.905665511	116.785906761	5
1.0	385.314880704	111.553092644	4
1.0	242.625077282	100.854627405	4
1.0	412.597348203	100.933170111	5
1.0	1171.94255232	135.018344084	5
1.0	340.663651373	168.650922419	5
1.0	305.611237865	113.81801344	4
1.0	282.821111507	102.66550437	4
1.0	634.854271519	102.121667009	4
1.0	242.833452667	103.026823337	4
1.0	640.649239724	106.505540625	4
1.0	719.222770419	105.217333258	5
1.0	292.952069532	127.270277881	6
1.0	354.886606016	109.007643554	6
1.0	604.070197481	118.102093259	6
1.0	274.986365899	126.333377825	4
1.0	319.231430975	115.054343675	5
1.0	526.327114448	103.313020265	6
1.0	471.635896157	104.784423408	5
1.0	217.902006099	128.018042832	4
1.0	236.074046165	116.480509359	4
1.0	407.645176498	102.718331887	4
1.0	264.240156425	165.830959428	4
1.0	285.568236281	103.529928203	4
1.0	211.448130721	129.731695982	4
1.0	485.294396991	133.832225918	6
1.0	216.35478645	107.718156178	4
1.0	381.811144563	101.274908641	4
1.0	254.625071489	103.419777918	4
1.0	535.88583251	100.747230897	5
1.0	320.273474068	125.588583863	5
1.0	339.229559666	116.943575872	4
1.0	555.648331894	205.009278272	5
1.0	408.290184914	120.169067482	5
1.0	526.213632238	117.645649907	7
1.0	264.419417477	115.241099032	5
1.0	654.443575399	142.576896816	7
1.0	215.925019727	106.319014278	4
1.0	249.676569006	130.578292714	4
1.0	249.757679608	106.495851853	4
1.0	506.121196969	151.732247303	5
1.0	422.77060968	134.377871094	5
1.0	241.447953419	103.186896361	4
1.0	296.646886588	139.679971135	4
1.0	219.363549169	104.035164594	4
1.0	354.037949832	117.917753842	4
1.0	908.291240994	100.860024005	4
1.0	350.712719572	109.879714598	4
1.0	273.512873756	115.080683106	4
1.0	298.152916667	105.968786685	4
1.0	443.513063129	108.453124214	5
1.0	273.734990691	113.289668192	4
1.0	268.948724006	101.580706884	4
1.0	309.677276093	169.852106368	5
1.0	912.252124374	145.918255952	5
1.0	272.284529052	114.532561768	4
1.0	432.725572046	115.308966626	4
1.0	886.75327129	143.910629213	6
1.0	379.926151843	112.11311331	5
1.0	315.935810999	119.580583564	4
1.0	368.591288433	104.704817071	4
1.0	368.846256737	116.965216444	4
1.0	759.016688626	114.191218646	5
1.0	465.876762571	115.733356691	5
1.0	694.576192151	124.968773946	4
1.0	310.072135299	102.495890739	5
1.0	472.434445208	106.671239613	4
1.0	391.040992961	106.404010463	4
1.0	285.123713958	106.372842142	4
1.0	368.80773249	134.022534193	4
1.0	361.690865708	107.112885355	5
1.0	264.438142333	103.6036531	4
1.0	230.593540694	103.361004283	4
1.0	547.630837514	119.048632662	5
1.0	368.172740407	106.706993403	4
1.0	260.957460783	114.538603834	4
1.0	228.549237797	137.050777973	4
1.0	1017.85468634	117.178408267	4
1.0	552.589262588	111.91053547	4
1.0	258.36655748	124.218074489	4
1.0	220.149925096	106.383171312	4
1.0	309.876893696	113.683269645	5
1.0	293.177479087	112.483727881	5
1.0	342.796277625	111.372632025	4
1.0	277.816664133	122.488684752	5
1.0	649.502459422	142.757335904	4
1.0	342.444977253	156.942485997	5
1.0	226.937828588	102.4209141	4
1.0	557.887958763	138.585617961	7
1.0	615.382864579	142.935176865	5
1.0	942.578273483	132.605963909	6
1.0	389.172560817	128.772653755	4
1.0	282.806236149	103.0582444	4
1.0	399.130375309	115.287074081	5
1.0	317.450826357	111.209909986	4
1.0	455.581165543	116.033443728	5
1.0	240.914505537	104.16514408	4
1.0	1627.91195247	109.662690905	7
1.0	617.884177814	116.727613155	4
1.0	200.953844561	103.531624024	5
1.0	924.373379926	114.337301073	6
1.0	811.727263795	131.350252346	5
1.0	281.65371006	119.619120415	4
1.0	409.471434078	132.474442004	6
1.0	335.16481724	106.288752674	4
1.0	393.037445574	101.407010105	5
1.0	468.82959172	192.850244359	5
1.0	238.443835734	130.679066391	4
1.0	256.42414603	106.233346958	4
1.0	420.885226925	134.814314449	5
1.0	672.471955527	154.038722358	5
1.0	317.391701878	116.556296886	4
1.0	235.165300501	105.255056548	4
1.0	330.933246523	103.080430594	4
1.0	512.833340485	114.123415776	4
1.0	234.002307979	106.509960052	4
1.0	333.677825599	158.859793304	4
1.0	403.589837279	114.933668393	5
1.0	327.536434051	119.920522721	4
1.0	366.549622687	101.089744063	4
1.0	519.891376626	126.893885902	4
1.0	213.422248704	111.17305044	4
1.0	483.085237053	143.132183891	7
1.0	470.726051389	100.359797205	5
1.0	378.092648134	102.683417911	5
1.0	753.0437853	104.495036181	4
1.0	417.056325926	107.915853158	7
1.0	306.284397012	134.22930967	4
1.0	230.532553765	130.985470619	4
1.0	323.602848147	149.779178949	5
1.0	344.871561476	106.88635158	7
1.0	216.465872654	121.775150965	4
1.0	242.418392987	120.495262012	4
1.0	304.536724004	122.680515046	5
1.0	230.817454657	105.388954261	5
1.0	448.34385172	100.318398032	5
1.0	419.934222814	102.740809158	5
1.0	304.18967192	115.589154258	4
1.0	360.465889469	132.225185402	4
1.0	422.972363311	101.126749392	4
1.0	315.187212715	102.279664501	5
1.0	322.757016132	167.765746258	5
1.0	255.901523535	125.649230414	4
1.0	468.628254778	136.136192101	8
1.0	316.398675558	126.418894551	5
1.0	216.949349609	116.381151717	4
1.0	232.413422102	127.438237143	5
1.0	298.125677118	130.400935416	4
1.0	704.753213436	103.170888507	7
1.0	365.881069253	124.034313922	6
1.0	327.67868987	101.48600907	4
1.0	571.102341596	140.024265436	5
1.0	235.620221209	109.541585538	4
1.0	250.338360664	102.043881529	4
1.0	507.200658172	102.439276542	5
1.0	1108.19877925	214.481671041	4
1.0	754.364136294	111.059598073	8
1.0	308.38074	130.533446069	5
1.0	375.350421362	137.396742438	5
1.0	397.457075009	115.702926308	6
1.0	669.218581194	143.212100593	6
1.0	458.315838363	137.958643159	5
1.0	477.043599528	209.167213996	5
1.0	592.359106197	208.8977257	4
1.0	537.862320777	103.32597896	6
1.0	537.747597186	130.591882303	7
1.0	242.420208449	105.393549412	5
1.0	405.480633282	131.476255978	7
1.0	471.598510874	139.784436101	6
1.0	350.076293546	117.020542183	5
1.0	645.99871123	129.346380374	4
1.0	721.174766669	134.291243804	7
1.0	1029.56128378	104.025952968	4
1.0	373.098848743	103.41080342	4
1.0	425.020675019	101.332713922	4
1.0	236.176317927	101.506556817	5
1.0	346.09797666	109.885923068	4
1.0	247.709943863	132.013536961	6
1.0	1005.170996	117.395329551	6
1.0	479.868572554	126.02466689	4
1.0	353.435901461	156.084053536	5
1.0	225.975776743	119.329146076	4
1.0	340.390085947	110.639745326	6
1.0	358.536060534	101.624664287	5
1.0	278.408592413	110.320137337	4
1.0	356.018949623	105.427037765	5
1.0	308.368065904	104.670783063	5
1.0	372.294951297	129.77732022	5
1.0	250.290148261	111.592296252	4
1.0	374.027717029	103.806894521	4
1.0	522.066166605	134.356579573	4
1.0	561.827026378	116.869299438	5
1.0	332.748918662	114.639590774	5
1.0	211.421267695	114.683767688	4
1.0	808.13626629	124.988388041	5
1.0	423.692646422	107.117713309	6
1.0	414.996098944	106.869669071	4
1.0	555.113642376	139.084148997	4
1.0	604.419547606	114.730800469	5
1.0	245.437862187	117.26262562	4
1.0	707.519420343	104.297883737	8
1.0	330.992641047	111.692064099	4
1.0	570.420131228	196.164679498	5
1.0	671.016326821	110.111113618	6
1.0	228.090549983	135.471142887	4
1.0	223.643095524	114.978361776	4
1.0	327.502774864	106.262781973	5
1.0	426.14366469	139.194650501	5
1.0	547.246388419	179.603287738	4
1.0	354.888566811	120.439051714	5
1.0	787.141893318	137.707350376	6
1.0	463.071868216	109.993817418	4
1.0	237.053652733	147.388232455	4
1.0	334.900496134	142.368419961	4
1.0	613.638218932	136.03040599	6
1.0	1172.9301608	170.063886614	6
1.0	529.841209041	119.220356407	4
1.0	692.177747015	167.20241844	4
1.0	395.217829374	123.819832343	5
1.0	498.079233741	125.03958939	4
1.0	1025.802688	140.242204364	4
1.0	255.297538248	163.197603523	4
1.0	298.009156591	125.938668407	5
1.0	265.767907877	126.857803197	5
1.0	225.338900782	110.738491379	5
1.0	815.935327303	110.577127474	7
1.0	802.287775023	113.170304299	6
1.0	231.30945412	131.074087471	5
1.0	370.197694328	104.266286728	4
1.0	1641.51061973	167.781171151	7
1.0	331.920582181	125.483791202	5
1.0	435.1881227	103.407519701	5
1.0	591.582947052	163.591275573	4
1.0	324.234558531	108.045829762	5
1.0	327.967301484	129.906777272	5
1.0	402.079145676	100.185432718	5
1.0	384.384026545	108.854210047	4
1.0	262.412350943	133.827578601	4
1.0	258.676411254	120.475559316	5
1.0	981.286861779	120.496434038	5
1.0	269.730195853	109.928615433	4
1.0	267.184083564	156.998954465	5
1.0	796.77470124	111.91423716	4
1.0	337.724778288	118.508243155	5
1.0	220.320403596	131.085428051	4
1.0	343.753033428	125.343641958	4
1.0	484.447805086	152.13408238	6
1.0	269.927405182	106.959430996	4
1.0	391.163701955	113.969021251	6
1.0	266.203237952	104.912389857	5
1.0	210.992599679	110.72070634	4
1.0	361.439501223	110.373087432	4
